No.,Kode Obat,Nama Obat,Golongan Obat,Kategori Obat,Frekuensi,Jumlah Terjual,Satuan,Total Nominal,Persentase,Persentase Kumulatif,Kategori Pareto,Stok,Kebutuhan Perperiode,Jumlah Pengadaan,Harga Beli,Nama Supllier,Status,Transaksi Terakhir
1084,S000000000069,SP Troches Melon 6s,Obat Bebas Terbatas,,4,"4,00",Dus,"53.287,77","0,02%","94,96%",Pareto C,16,"4,00","-12,00","9.943,20",Barotama Mulya Perkasa,Over Stock,21 Sep 2022 
1085,VICEE S,VICEE STRAWBERRY/BANDED 2S,Obat Bebas Terbatas,,11,"17,00",BANDED,"52.962,54","0,02%","94,97%",Pareto C,18,"17,00","-1,00","2.339,56",Muda Jaya Sukses,Over Stock,23 Sep 2022 
1086,ROHT1,Rohto TM,Obat Bebas Terbatas,,3,"4,00",Botol,"52.925,91","0,02%","94,99%",Pareto C,4,"4,00","0,00","9.990,00",Mulya Wibawa PT,Stock On Hand,14 Sep 2022 
1087,IKADR2,Ikadryl Cough Syrup 60 ml Apel,Obat Bebas Terbatas,,3,"3,00",Botol,"52.740,54","0,02%","95,01%",Pareto C,3,"3,00","0,00","14.000,00",Distriversa Buana Mas PT,Stock On Hand,27 Sep 2022 
1088,BIOGSC1,Biogesic STRIP,Obat Bebas Terbatas,,7,"25,00",Strip,"52.736,10","0,02%","95,02%",Pareto C,15,"25,00","10,00","1.584,00",Langkah Insan Mandiri PT,Under Stock,21 Sep 2022 
1089,GENTMC,"Gentamycin 0,1 % ZK",Obat Keras,,9,"11,00",Tube,"52.483,02","0,02%","95,04%",Pareto C,18,"11,00","-7,00","2.670,00",Barotama Mulya Perkasa,Over Stock,26 Sep 2022 
1090,0000483,OMZ 20 mg,Obat Keras,,1,"3,00",KAPSUL,"52.368,69","0,02%","95,05%",Pareto C,4,"3,00","-1,00","11.666,67",Apotek UII Farma,Over Stock,14 Sep 2022 
1091,NIAC,Niacef Gel 15 gr,Obat Keras,,1,"1,00",TUB,"52.320,96","0,02%","95,07%",Pareto C,4,"1,00","-3,35","28.700,00",Surya Prima Perkasa,Over Stock,22 Sep 2022 
1092,OBT2207200002,Sucralfat Mepropharm  500mg/5ml 100 ml,,,1,"2,00",Botol,"52.118,94","0,02%","95,09%",Pareto C,1,"2,00","1,00","18.000,00",Combi Putra PT,Under Stock,29 Sep 2022 
1093,NAIR,Nairet,Obat Keras,,2,"20,00",Tablet,"52.059,00","0,02%","95,10%",Pareto C,23,"20,00","-3,00","1.700,00",Apotek UII Farma,Over Stock,13 Sep 2022 
1094,hanky,Hansaplast Koyo Panas 10,Obat Bebas Terbatas,,7,"7,00",SACHET,"51.936,90","0,02%","95,12%",Pareto C,8,"7,00","-1,00","5.548,00",Muda Jaya Sukses,Over Stock,26 Sep 2022 
1095,0000630,Lapifed Tab,Obat Keras,,2,"13,00",Tablet,"51.759,30","0,02%","95,14%",Pareto C,169,"13,00","-156,00","2.750,00",Combi Putra PT,Over Stock,21 Sep 2022 
1096,TRP4,Tropicana Slim Diabetics 50s,Obat Bebas Terbatas,,1,"1,00",Box,"51.656,07","0,02%","95,15%",Pareto C,1,"1,00","0,00","39.000,00",AMS (Antarmitra Sembada),Stock On Hand,13 Sep 2022 
1097,BIOL5,Biolysin Kids Jeruk Botol,Obat Bebas Terbatas,,3,"3,00",Botol,"51.654,96","0,02%","95,17%",Pareto C,2,"3,00","1,00","13.000,00",MULIA PRATAMA FIMADANI,Under Stock,29 Sep 2022 
1098,0001338,Sirplus Rasa Strawberry 100 ml,Obat Bebas Terbatas,,2,"3,00",Botol,"51.654,96","0,02%","95,18%",Pareto C,6,"3,00","-3,00","13.000,00",Sumber Agung Sentosa,Over Stock,17 Sep 2022 
1099,NEPHRL,Nephrolit/strip,Obat Bebas Terbatas,,10,"16,00",Strip,"51.001,17","0,02%","95,20%",Pareto C,24,"16,00","-7,60","2.900,68",Sumber Agung Sentosa,Over Stock,25 Sep 2022 
1100,OBT2204290001,Thyrozol 5 mg tablet,Obat Keras,,1,"20,00",Tablet,"50.926,80","0,02%","95,22%",Pareto C,100,"20,00","-80,00","1.757,64",APL ID 293873,Over Stock,01 Sep 2022 
1101,COMTU1,Comtusi Syr 60,Obat Keras,,1,"1,00",Botol,"50.843,55","0,02%","95,23%",Pareto C,3,"1,00","-2,00","35.100,00",Combi Putra PT,Over Stock,18 Sep 2022 
1102,STOC,Stop Cold strip,Obat Bebas Terbatas,,9,"15,00",Strip,"50.760,30","0,02%","95,25%",Pareto C,10,"15,00","5,00","2.522,60",Langkah Insan Mandiri PT,Under Stock,28 Sep 2022 
1103,OBT2209130002,KINDEREN Baby Balsem,,,2,"2,00",PC,"50.664,84","0,02%","95,26%",Pareto C,1,"2,00","1,00","19.000,00",Merapi Utama Pharma PT,Under Stock,22 Sep 2022 
1104,J000000000004,JF Sulfur Derma Protect Blue Ocean ,Obat Bebas Terbatas,,3,"4,00",PC,"50.598,24","0,02%","95,28%",Pareto C,1,"4,00","3,00","9.550,00",Mulya Wibawa PT,Under Stock,30 Sep 2022 
1105,Medi,Medicated Oil 12 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"50.442,84","0,02%","95,30%",Pareto C,5,"2,00","-3,00","19.000,00",Adikara Kelapa,Over Stock,19 Sep 2022 
1106,IRBEDEX300,Irbesartan 150mg DEXA,Obat Keras,,2,"20,00",Tablet,"50.194,20","0,02%","95,31%",Pareto C,50,"20,00","-30,00","1.700,00",AAM (Anugrah Argon Medica),Over Stock,04 Sep 2022 
1107,OBT2208300001,Selsun Yellow Double Impact 100ml,,,1,"1,00",Botol,"50.066,55","0,02%","95,33%",Pareto C,1,"1,00","0,00","37.800,00",Mensa Bina Sukses PT,Stock On Hand,10 Sep 2022 
1108,0000441,Madu TJ Super/Extra 150g,Obat Bebas Terbatas,,2,"2,00",Botol,"50.023,26","0,02%","95,34%",Pareto C,2,"2,00","0,00","18.800,00",Mensa Bina Sukses PT,Stock On Hand,23 Sep 2022 
1109,A000000000077,Acarbose 100 mg,Obat Keras,,1,"20,00",Tablet,"49.950,00","0,02%","95,36%",Pareto C,40,"20,00","-20,00","1.738,00",AAM (Anugrah Argon Medica),Over Stock,05 Sep 2022 
1110,V000000000022,Vitalong C+Zink/Strip 4s,Obat Bebas Terbatas,,5,"6,00",Strip,"49.936,68","0,02%","95,37%",Pareto C,29,"6,00","-23,00","6.200,04",Langkah Insan Mandiri PT,Over Stock,27 Sep 2022 
1111,CINOL1,CINOLON CR,Obat Keras,,2,"2,00",Tube,"49.827,90","0,02%","95,39%",Pareto C,3,"2,00","-1,00","16.800,00",BSP (Bina San Prima),Over Stock,18 Sep 2022 
1112,molang2,Otot Geliga 30 ml,Obat Bebas Terbatas,,3,"3,00",Botol,"49.537,08","0,02%","95,41%",Pareto C,4,"3,00","-1,00","12.467,00",Mulya Wibawa PT,Over Stock,29 Sep 2022 
1113,F000000000046,Fasidol Forte/Strip,Obat Bebas Terbatas,,6,"12,00",Strip,"49.328,40","0,02%","95,42%",Pareto C,25,"12,00","-13,00","2.890,90",Muda Jaya Sukses,Over Stock,24 Sep 2022 
1114,MBK02,BEDAK MBK SILVER,Obat Bebas Terbatas,,3,"16,00",SACHET,"49.235,16","0,02%","95,44%",Pareto C,22,"16,00","-6,00","2.338,83",Sumber Agung Sentosa,Over Stock,22 Sep 2022 
1115,0001251,C Vitrolenta 5 ml,Obat Keras,,1,"1,00",Botol,"49.161,90","0,02%","95,45%",Pareto C,1,"1,00","0,00","32.750,00",Langkah Insan Mandiri PT,Stock On Hand,20 Sep 2022 
1116,KALMET,Kalmethason/10s,Obat Keras,,14,"22,00",Strip,"49.127,49","0,02%","95,47%",Pareto C,15,"22,00","7,00","1.100,00",SBM (Sabda Badranaya Mulya),Under Stock,29 Sep 2022 
1117,FITK1,FITKOM ORANGE,Obat Bebas Terbatas,,3,"3,00",Botol,"48.717,90","0,02%","95,48%",Pareto C,4,"3,00","-1,00","12.100,00",Victory Indo Partnership PT,Over Stock,26 Sep 2022 
1118,N000000000025,Nisagon Cream 5gr,Obat Keras,,3,"3,00",Tube,"48.591,36","0,02%","95,50%",Pareto C,3,"3,00","0,00","10.530,00",Langkah Insan Mandiri PT,Stock On Hand,28 Sep 2022 
1119,0001490,Supravit Tab/Botol,Obat Bebas Terbatas,,1,"1,00",Botol,"48.468,15","0,02%","95,51%",Pareto C,2,"1,00","-1,00","36.300,00",Mulya Wibawa PT,Over Stock,11 Sep 2022 
1120,KOMIXHERBALKIDS,KOMIX HERBAL KIDS STRAWBERRY @10 ML (1 BOX ISI 4),Obat Bebas,Obat Herbal,2,"20,00",Botol,"48.340,50","0,02%","95,53%",Pareto C,4,"20,00","16,00","1.818,25",Enseval Putra Megatranding PT,Under Stock,30 Sep 2022 
1121,WWZ,WWZ Panas,Alat Kesehatan,,2,"2,00",PC,"48.165,12","0,02%","95,54%",Pareto C,3,"2,00","-1,00","18.182,00",Dwidaya Langgeng Sentosa,Over Stock,30 Sep 2022 
1122,P000000000078,Pristine NEW 1500 ml,Minuman,,5,"7,00",Botol,"47.817,69","0,01%","95,56%",Pareto C,16,"7,00","-9,00","5.151,50",Sinar Mas Distribusi Nusantara,Over Stock,30 Sep 2022 
1123,KONIC3,KP Konicare 125 cc,Obat Bebas Terbatas,,1,"1,00",Botol,"47.730,00","0,01%","95,57%",Pareto C,3,"1,00","-2,00","36.000,00",Mulya Wibawa PT,Over Stock,01 Sep 2022 
1124,N000000000018,Neo Rhemacyl Hangat Orange 30gr,Obat Bebas Terbatas,,2,"3,00",Tube,"47.682,27","0,01%","95,59%",Pareto C,0,"3,00","3,00","12.000,00",Putra Perdana Khadijah,Potential Lost,24 Sep 2022 
1125,Reno,Renovit Strip,Obat Bebas Terbatas,,3,"4,00",Strip,"47.681,16","0,01%","95,60%",Pareto C,20,"4,00","-16,00","9.000,00",Marga Nusantara PT,Over Stock,08 Sep 2022 
1126,OBTFlutamol,Flutamol strip,,,7,"8,00",Strip,"47.454,72","0,01%","95,62%",Pareto C,15,"8,00","-7,00","3.900,00",Langkah Insan Mandiri PT,Over Stock,28 Sep 2022 
1127,KONIC9,Telon Konicare 125 cc,Obat Bebas Terbatas,,1,"1,00",Botol,"47.298,21","0,01%","95,63%",Pareto C,3,"1,00","-2,00","34.330,00",Mulya Wibawa PT,Over Stock,07 Sep 2022 
1128,Stim5,STIMUNO GRAPE 100 ML,Obat Bebas Terbatas,,1,"1,00",Botol,"47.086,20","0,01%","95,65%",Pareto C,2,"1,00","-1,00","35.550,00",AAM (Anugrah Argon Medica),Over Stock,08 Sep 2022 
1129,Stim2,Stimuno Syr 100 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"47.086,20","0,01%","95,66%",Pareto C,2,"1,00","-1,00","35.550,00",AAM (Anugrah Argon Medica),Over Stock,19 Sep 2022 
1130,T000000000062,Tissue Paseo FSP 250s,Alat Kesehatan,,4,"4,00",PC,"46.995,18","0,01%","95,68%",Pareto C,0,"4,00","4,00","8.818,18",Unirama Duta Niaga,Potential Lost,19 Sep 2022 
1131,OBT2205310001,Calcifar Plus/Strip isi 10,Obat Bebas,Multivitamin,1,"2,00",Strip,"46.981,86","0,01%","95,69%",Pareto C,3,"2,00","-1,00","17.694,00",Sumber Agung Sentosa,Over Stock,08 Sep 2022 
1132,S000000000017,Susu Ultra Full Cream 250 ml,Minuman,,8,"8,00",Botol,"46.966,32","0,01%","95,71%",Pareto C,1,"8,00","7,00","4.780,00",Lain-lain Suplayer,Under Stock,28 Sep 2022 
1133,VIT B12,Vit B 12 IPI,Obat Bebas Terbatas,,6,"8,00",POT,"46.901,94","0,01%","95,72%",Pareto C,8,"8,00","0,00","4.294,60",Tempo PT,Stock On Hand,30 Sep 2022 
1134,S000000000053,Sangobion Vitatonik 400ml,Obat Bebas Terbatas,,1,"1,00",Botol,"46.537,86","0,01%","95,73%",Pareto C,2,"1,00","-1,00","35.136,00",APL ID 293873,Over Stock,14 Sep 2022 
1135,PAN Ch,Panadol Chewable/10s,Obat Bebas Terbatas,,3,"3,00",Strip,"46.520,10","0,01%","95,75%",Pareto C,0,"3,00","3,00","11.707,10",Sinar Mas Distribusi Nusantara,Potential Lost,30 Sep 2022 
1136,000P446,Promavit Tablet,Obat Bebas Terbatas,,1,"10,00",Tablet,"46.464,60","0,01%","95,76%",Pareto C,70,"10,00","-60,00","3.500,00",Penta Valen,Over Stock,10 Sep 2022 
1137,F000000000039,Fisherman Blackcurrant Sugar Free,Obat Bebas Terbatas,,2,"3,00",PC,"46.450,17","0,01%","95,78%",Pareto C,1,"3,00","2,00","11.690,00",Sumber Agung Sentosa,Under Stock,23 Sep 2022 
1138,E000000000026,Egoji Gummy Melon,Obat Bebas Terbatas,,5,"5,00",SACHET,"46.346,94","0,01%","95,79%",Pareto C,9,"5,00","-4,00","7.000,00",AMS (Antarmitra Sembada),Over Stock,24 Sep 2022 
1139,OBT2207210001,Nescafe Original Kaleng,,,5,"5,00",KALENG,"46.281,45","0,01%","95,81%",Pareto C,3,"5,00","2,00","7.438,00",Enseval Putra Megatranding PT,Under Stock,19 Sep 2022 
1140,POCSWS3,Pocari Sweat 350 ml,Minuman,,6,"7,00",Botol,"46.233,72","0,01%","95,82%",Pareto C,6,"7,00","1,00","4.975,00",Muda Jaya Sukses,Under Stock,29 Sep 2022 
1141,BEPHAN1,Bepanthen Baby 10gr,Obat Bebas Terbatas,,1,"1,00",Tube,"46.111,62","0,01%","95,84%",Pareto C,8,"1,00","-7,00","34.814,00",Dos Ni Roha PT,Over Stock,17 Sep 2022 
1142,IKAD1,Ikaderm cr 10 gr,Obat Keras,,1,"1,00",Tube,"46.049,46","0,01%","95,85%",Pareto C,6,"1,00","-5,00","20.000,00",Distriversa Buana Mas PT,Over Stock,01 Sep 2022 
1143,0001389,De Cough Anak Straw 60 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"46.018,38","0,01%","95,87%",Pareto C,0,"2,00","2,00","17.500,00",MPI (Millennium Pharmacon Int) PT,Potential Lost,19 Sep 2022 
1144,KETO01,Ketokonazol 200 mg,Obat Keras,,4,"55,00",Tablet,"46.003,95","0,01%","95,88%",Pareto C,234,"55,00","-179,00","465,90",Langkah Insan Mandiri PT,Over Stock,29 Sep 2022 
1145,0000261,FIESTA STRAWBERRY 12S,Obat Bebas Terbatas,,1,"1,00",Dus,"45.959,55","0,01%","95,89%",Pareto C,1,"1,00","0,00","34.364,00",AMS (Antarmitra Sembada),Stock On Hand,16 Sep 2022 
1146,F000000000041,Fervit Drops,Obat Bebas Terbatas,,1,"1,00",Botol,"45.940,68","0,01%","95,91%",Pareto C,0,"1,00","1,00","35.000,00",,Potential Lost,26 Sep 2022 
1147,FreshC2,Fresh Care lavender,Obat Bebas Terbatas,,3,"3,00",PC,"45.934,02","0,01%","95,92%",Pareto C,7,"3,00","-4,00","11.560,00",Mensa Bina Sukses PT,Over Stock,19 Sep 2022 
1148,SILA5,Siladex ME Hijau 30 ml,Obat Bebas Terbatas,,5,"5,00",Botol,"45.697,59","0,01%","95,94%",Pareto C,3,"5,00","2,00","6.900,00",Marga Nusantara PT,Under Stock,24 Sep 2022 
1149,0000272,Madu Super Nusantara 100 ml,Obat Bebas Terbatas,,1,"1,00",Botol,"45.430,08","0,01%","95,95%",Pareto C,8,"1,00","-7,00","34.300,00",KDE (Ka Dua Empat PT),Over Stock,10 Sep 2022 
1150,EB3,KP Gajah 60 ml,Obat Bebas Terbatas,,2,"2,00",Botol,"45.418,98","0,01%","95,97%",Pareto C,2,"2,00","0,00","17.146,00",Muda Jaya Sukses,Stock On Hand,18 Sep 2022 
1151,0000639,Benecol Rasa Orange,Minuman,,3,"6,00",Botol,"45.327,96","0,01%","95,98%",Pareto C,11,"6,00","-5,00","5.704,00",Enseval Putra Megatranding PT,Over Stock,29 Sep 2022 
1152,COHI2,Cohistan 100,Obat Bebas Terbatas,,1,"1,00",Botol,"45.231,39","0,01%","95,99%",Pareto C,2,"1,00","-1,00","34.150,00",Mulya Wibawa PT,Over Stock,23 Sep 2022 
1153,SAL04B,Salbutamol 4 mg/Strip 10,Obat Keras,,8,"18,00",Strip,"45.201,42","0,01%","96,01%",Pareto C,18,"18,00","0,10","1.388,10",Putra Perdana Khadijah,Under Stock,14 Sep 2022 
1154,SANF,Sanaflu  PE/Strip,Obat Bebas Terbatas,,7,"16,00",Strip,"45.159,24","0,01%","96,02%",Pareto C,25,"16,00","-9,00","2.080,00",Sumber Agung Sentosa,Over Stock,28 Sep 2022 
1155,NEO1,Neo Rheumacyl Merah 30gr,Obat Bebas Terbatas,,2,"3,00",Tube,"45.153,69","0,01%","96,04%",Pareto C,0,"3,00","3,00","11.363,00",Sumber Agung Sentosa,Potential Lost,24 Sep 2022 
1156,BETAD7,Betadine Sol 60 cc,Obat Bebas Terbatas,,1,"1,00",Botol,"45.033,81","0,01%","96,05%",Pareto C,2,"1,00","-1,00","34.000,00",Dwidaya Langgeng Sentosa,Over Stock,11 Sep 2022 
1157,F000000000036,Femitia Sensitizer BESAR 240 ml,Alat Kesehatan,,1,"1,00",Botol,"45.033,81","0,01%","96,06%",Pareto C,2,"1,00","-1,00","34.000,00",Mensa Bina Sukses PT,Over Stock,18 Sep 2022 
1158,CPTPL2,Captopril 25/Tablet,Obat Keras,,6,"130,00",Tablet,"44.866,20","0,01%","96,08%",Pareto C,155,"130,00","-25,00","205,40",Barotama Mulya Perkasa,Over Stock,29 Sep 2022 
1159,AMXS2,Amoxsan 500,Obat Keras,,1,"9,00",KAPSUL,"44.852,88","0,01%","96,09%",Pareto C,55,"9,00","-46,00","3.300,00",BSP (Bina San Prima),Over Stock,07 Sep 2022 
1160,Z000000000022,Zegren 50 mg/Strip 10s,Obat Keras,,2,"2,00",Strip,"44.786,28","0,01%","96,11%",Pareto C,11,"2,00","-9,00","15.000,00",Kalista Prima PT,Over Stock,22 Sep 2022 
1161,mes,MESONE Cr 5 Gr,Obat Keras,,1,"1,00",Tube,"44.733,00","0,01%","96,12%",Pareto C,3,"1,00","-2,00","33.000,00",KDE (Ka Dua Empat PT),Over Stock,05 Sep 2022 
1162,OBT2209200005,ONDANSETRON SYRUP 4MG/5ML 60ML,,,1,"1,00",Botol,"44.665,29","0,01%","96,13%",Pareto C,2,"1,00","-1,00","35.000,00",Kalista Prima PT,Over Stock,26 Sep 2022 
1163,LANC,LANCAR ASI/kap,Obat Bebas Terbatas,,1,"24,00",KAPSUL,"44.622,00","0,01%","96,15%",Pareto C,30,"24,00","-6,00","1.403,97",Sumber Agung Sentosa,Over Stock,16 Sep 2022 
1164,0000999,Tolak Linu Cair/Banded 3s,Obat Bebas Terbatas,,3,"5,00",BANDED,"44.533,20","0,01%","96,16%",Pareto C,7,"5,00","-2,00","6.707,83",Langkah Insan Mandiri PT,Over Stock,29 Sep 2022 
1165,MYONal,Myonal,Obat Keras,,1,"4,00",Tablet,"44.511,00","0,01%","96,18%",Pareto C,0,"4,00","4,00","7.642,32",Apotek UII Farma,Potential Lost,09 Sep 2022 
1166,ASC,Acnes Spot Care 12 g,Obat Bebas Terbatas,,1,"1,00",PC,"44.438,85","0,01%","96,19%",Pareto C,1,"1,00","0,00","33.300,00",Mensa Bina Sukses PT,Stock On Hand,19 Sep 2022 
1167,OBHC9,OBH Combi Plus 60 ml Menthol,Obat Bebas Terbatas,,3,"3,00",Botol,"44.018,16","0,01%","96,20%",Pareto C,4,"3,00","-1,00","10.700,00",APL ID 293873,Over Stock,23 Sep 2022 
1168,PLAN 2,Plantacid Forte Tab,Obat Bebas Terbatas,,4,"40,00",Tablet,"43.956,00","0,01%","96,22%",Pareto C,50,"40,00","-10,00","830,00",Enseval Putra Megatranding PT,Over Stock,22 Sep 2022 
1169,0001414,Selang O2 Dewasa,Alat Kesehatan,,4,"6,00",PC,"43.899,39","0,01%","96,23%",Pareto C,5,"6,00","1,00","6.126,12",Mutiara Mas Medika,Under Stock,21 Sep 2022 
1170,T000000000014,Tantum Lozenges,Obat Bebas Terbatas,,2,"2,00",Strip,"43.820,58","0,01%","96,24%",Pareto C,3,"2,00","-1,00","16.500,00",PT Parit Padang Global,Over Stock,21 Sep 2022 
1171,VITAC3,VITACIMIN BLUEBERRY/BANDED 2S,Obat Bebas Terbatas,,8,"11,00",BANDED,"43.720,68","0,01%","96,26%",Pareto C,12,"11,00","-1,00","2.948,00",Muda Jaya Sukses,Over Stock,29 Sep 2022 
1172,GLUMINXR500,Glumin XR 500mg,,,1,"15,00",Tablet,"43.706,25","0,01%","96,27%",Pareto C,30,"15,00","-15,00","2.000,00",AAM (Anugrah Argon Medica),Over Stock,30 Sep 2022 
1173,D000000000033,Dexketoprofen Tablet,Obat Keras,,1,"10,00",Tablet,"43.623,00","0,01%","96,29%",Pareto C,58,"10,00","-48,00","3.000,00",AMS (Antarmitra Sembada),Over Stock,09 Sep 2022 
1174,D000000000055,Desloratadin 5 mg,Obat Keras,,1,"10,00",Tablet,"43.623,00","0,01%","96,30%",Pareto C,13,"10,00","-3,00","3.000,00",AMS (Antarmitra Sembada),Over Stock,09 Sep 2022 
1175,R000000000012,Rosuvastatin 10 mg Novell/Tab,Obat Keras,,1,"10,00",Tablet,"43.623,00","0,01%","96,31%",Pareto C,22,"10,00","-12,00","3.000,00",AMS (Antarmitra Sembada),Over Stock,06 Sep 2022 
1176,MELA,Melanox Cr 15,Obat Keras,,1,"1,00",Tube,"43.623,00","0,01%","96,33%",Pareto C,3,"1,00","-2,00","30.000,00",AMS (Antarmitra Sembada),Over Stock,06 Sep 2022 
1177,0001060,Natur E Advanced/tab,Obat Bebas Terbatas,,1,"16,00",KAPSUL,"43.352,16","0,01%","96,34%",Pareto C,20,"16,00","-4,00","2.045,56",APL ID 293873,Over Stock,14 Sep 2022 
1178,M000000000119,Memucil 200mg,Obat Keras,,1,"10,00",KAPSUL,"43.234,50","0,01%","96,35%",Pareto C,15,"10,00","-5,00","3.000,00",Penta Valen,Over Stock,28 Sep 2022 
1179,HSPBK,Hansaplast plester Rol 1.25x1m,Obat Bebas Terbatas,,10,"10,00",PC,"43.123,50","0,01%","96,37%",Pareto C,20,"10,00","-10,00","3.243,24",Via Medica Alkes,Over Stock,26 Sep 2022 
1180,PHENY,Phenytoin 100,Obat Keras,,3,"51,00",Tablet,"43.070,22","0,01%","96,38%",Pareto C,95,"51,00","-44,00","589,00",Distriversa Buana Mas PT,Over Stock,21 Sep 2022 
1181,AL S,Alkohol Swab/pcs,Obat Bebas Terbatas,,3,"205,00",PC,"43.068,00","0,01%","96,39%",Pareto C,911,"205,00","-706,00","156,00",AMS (Antarmitra Sembada),Over Stock,23 Sep 2022 
1182,0000452,K3 Anak Kaleng Lychee 250 ml,Minuman,,5,"7,00",Botol,"42.976,98","0,01%","96,41%",Pareto C,7,"7,00","0,00","4.583,00",Muda Jaya Sukses,Stock On Hand,29 Sep 2022 
1183,oflox,Ofloxacin 200 Mg,Obat Keras,,2,"48,00",Tablet,"42.601,80","0,01%","96,42%",Pareto C,60,"48,00","-12,00","536,46",AMS (Antarmitra Sembada),Over Stock,12 Sep 2022 
1184,OBHC1,OBH Combi Plus 60 ml Madu,Obat Bebas Terbatas,,3,"3,00",Botol,"42.517,44","0,01%","96,43%",Pareto C,6,"3,00","-3,00","10.700,00",Combi Putra PT,Over Stock,17 Sep 2022 
1185,M000000000054,Minyak Ikan Salmon Non Konsi,Obat Bebas Terbatas,,1,"1,00",Botol,"42.495,24","0,01%","96,45%",Pareto C,1,"1,00","0,00","32.000,00",Adikara Kelapa,Stock On Hand,21 Sep 2022 
1186,PIPET2,PIPET PENDEK,Alat Kesehatan,,8,"21,00",PC,"42.135,60","0,01%","96,46%",Pareto C,11,"21,00","10,00","1.500,00",Dwidaya Langgeng Sentosa,Under Stock,29 Sep 2022 
1187,OBT2201260001,Habbatussauda Kurma Ajwa 100s(K),,,1,"1,00",Botol,"41.985,75","0,01%","96,47%",Pareto C,3,"1,00","-2,00","40.000,00",Al Manna,Over Stock,21 Sep 2022 
1188,0000365,Hydrocortisone 1% KALBE Gen,Obat Keras,,6,"6,00",Tube,"41.713,80","0,01%","96,49%",Pareto C,24,"6,00","-18,00","4.100,00",Langkah Insan Mandiri PT,Over Stock,26 Sep 2022 
1189,0000273,Ultraflu Extra,Obat Bebas Terbatas,,7,"12,00",Strip,"41.674,95","0,01%","96,50%",Pareto C,15,"12,00","-3,00","2.607,88",Mulya Wibawa PT,Over Stock,19 Sep 2022 
1190,C000000000312,C2 Fit Tab/Strip 4s,Obat Bebas Terbatas,,2,"2,00",Strip,"41.671,62","0,01%","96,51%",Pareto C,41,"2,00","-39,00","16.375,00",AMS (Antarmitra Sembada),Over Stock,29 Sep 2022 
1191,ULTR,Neo Ultracillin,Obat Bebas Terbatas,,4,"4,00",Tube,"41.516,22","0,01%","96,53%",Pareto C,6,"4,00","-2,00","7.574,00",Mulya Wibawa PT,Over Stock,30 Sep 2022 
1192,VIT B C,Vit B Complek IPI,Obat Bebas Terbatas,,6,"6,00",Botol,"41.511,78","0,01%","96,54%",Pareto C,11,"6,00","-5,00","5.198,00",Muda Jaya Sukses,Over Stock,30 Sep 2022 
1193,P000000000003,Polidemisin TM,Obat Keras,,1,"1,00",Botol,"41.350,83","0,01%","96,55%",Pareto C,2,"1,00","-1,00","28.400,00",BSP (Bina San Prima),Over Stock,21 Sep 2022 
1194,ENTRA1,ENTRASOL Gold Coklat 180 gr,Obat Bebas Terbatas,,1,"1,00",Dus,"41.192,10","0,01%","96,57%",Pareto C,3,"1,00","-2,00","31.100,00",Enseval Putra Megatranding PT,Over Stock,12 Sep 2022 
1195,C000000000044,Cerebrofort  Gold Strawberry 100 ML,Obat Bebas Terbatas,,2,"2,00",Botol,"41.178,78","0,01%","96,58%",Pareto C,3,"2,00","-1,00","15.545,00",Enseval Putra Megatranding PT,Over Stock,20 Sep 2022 
1196,0000392,Proris Suppositoria,Obat Keras,,1,"6,00",SUPPO,"41.070,00","0,01%","96,59%",Pareto C,11,"6,00","-5,00","4.700,00",AMS (Antarmitra Sembada),Over Stock,06 Sep 2022 
1197,0001088,Cooling Cherry,Obat Bebas Terbatas,,1,"1,00",Botol,"41.060,01","0,01%","96,60%",Pareto C,7,"1,00","-6,00","31.000,00",AMS (Antarmitra Sembada),Over Stock,05 Sep 2022 
1198,LELAP,LELAP/strip,Obat Bebas Terbatas,,3,"3,00",Strip,"41.003,40","0,01%","96,62%",Pareto C,18,"3,00","-15,00","10.040,00",Mulya Wibawa PT,Over Stock,26 Sep 2022 
1199,SELECT1,Selection Kapas  50gr,Alat Kesehatan,,5,"5,00",PC,"40.867,98","0,01%","96,63%",Pareto C,7,"5,00","-2,00","6.307,00",Dwidaya Langgeng Sentosa,Over Stock,26 Sep 2022 
1200,0001344,K3 Kaleng Anggur,Minuman,,6,"6,00",KALENG,"40.732,56","0,01%","96,64%",Pareto C,5,"6,00","1,00","5.084,00",Muda Jaya Sukses,Under Stock,27 Sep 2022 
1201,A000000000024,Amlodipin 5 mg Hexpharm/Strip,Obat Keras,,3,"6,00",Strip,"40.630,44","0,01%","96,65%",Pareto C,25,"6,00","-19,40","4.335,00",Enseval Putra Megatranding PT,Over Stock,23 Sep 2022 
1202,0000644,Dot Huki Silicone Reg L,Alat Kesehatan,,2,"3,00",PC,"40.582,71","0,01%","96,67%",Pareto C,3,"3,00","0,00","10.213,64",Distriversa Buana Mas PT,Stock On Hand,29 Sep 2022 
1203,AMBROX1,Ambroxol 30mg/5ml Elixir 60ml,Obat Keras,,2,"3,00",Botol,"40.567,17","0,01%","96,68%",Pareto C,3,"3,00","0,00","9.000,00",PT Parit Padang Global,Stock On Hand,21 Sep 2022 
